loan_type,loan_amount,interest_rate,loan_term,employment_type,income_level,credit_score,gender,marital_status,education_level,default_status
Home Loan,81070,0.052422221,29,Self-employed,High,329,Female,Married,Master,0
Home Loan,90390,0.09347176,55,Full-time,Medium,601,Male,Divorced,PhD,0
Personal Loan,43998,0.074483232,42,Self-employed,Low,775,Female,Single,Bachelor,0
Home Loan,64814,0.090538,41,Part-time,Low,651,Male,Divorced,Master,0
Home Loan,46607,0.060013275,32,Full-time,Medium,781,Female,Married,Master,0
Personal Loan,8812,0.097567514,58,Part-time,Low,616,Female,Single,Bachelor,0
Car Loan,62844,0.058025379,41,Self-employed,Medium,696,Female,Divorced,PhD,0
Car Loan,71093,0.069973176,52,Part-time,High,388,Female,Married,High School,0
Car Loan,3179,0.065028581,15,Full-time,Medium,533,Female,Married,Bachelor,0
Home Loan,44798,0.053685727,16,Part-time,Medium,467,Male,Divorced,Bachelor,0
Education Loan,75601,0.081417914,52,Part-time,High,425,Male,Single,High School,0
Home Loan,9275,0.107091337,56,Part-time,High,419,Female,Divorced,PhD,0
Car Loan,51574,0.120003578,21,Part-time,Medium,727,Male,Married,High School,0
Personal Loan,48857,0.081457337,38,Part-time,High,489,Female,Divorced,Bachelor,0
Personal Loan,21700,0.096750219,27,Self-employed,High,727,Female,Married,Bachelor,0
Personal Loan,40464,0.08348142,41,Self-employed,Low,501,Female,Single,Master,0
Home Loan,43351,0.087483248,24,Full-time,High,358,Female,Divorced,High School,0
Education Loan,94330,0.07486777,47,Self-employed,High,522,Female,Single,Master,0
Car Loan,95319,0.082926154,32,Self-employed,Medium,791,Female,Divorced,Master,0
Personal Loan,83534,0.088062181,56,Full-time,High,310,Female,Married,Master,0
Car Loan,14869,0.071323104,51,Self-employed,Medium,811,Male,Single,Master,0
Car Loan,61315,0.078837586,56,Full-time,Low,609,Male,Married,High School,1
Home Loan,94688,0.079123548,26,Full-time,Medium,333,Female,Divorced,High School,0
Personal Loan,21954,0.09239605,31,Self-employed,Medium,639,Male,Married,High School,0
Home Loan,32555,0.064009517,31,Part-time,Low,780,Female,Divorced,Bachelor,0
Car Loan,64353,0.079226867,56,Full-time,Low,392,Male,Single,PhD,1
Car Loan,83190,0.108680082,16,Part-time,High,432,Male,Married,Master,0
Car Loan,46026,0.097460902,43,Full-time,Medium,718,Female,Married,Bachelor,0
Personal Loan,47976,0.100237686,17,Self-employed,Medium,767,Female,Divorced,High School,0
Personal Loan,81578,0.080366478,41,Part-time,Medium,743,Male,Divorced,High School,0
Personal Loan,92502,0.084814963,37,Full-time,Low,329,Female,Divorced,Bachelor,0
Car Loan,46095,0.095033543,48,Self-employed,Medium,597,Male,Single,Master,0
Car Loan,15270,0.103403833,24,Part-time,High,360,Female,Married,High School,0
Education Loan,31908,0.050725956,40,Self-employed,Low,757,Male,Divorced,Master,0
Personal Loan,16523,0.06026838,16,Self-employed,Medium,603,Male,Divorced,Master,0
Car Loan,63433,0.099641662,36,Part-time,Low,639,Male,Married,PhD,1
Car Loan,48068,0.07584666,24,Full-time,Low,747,Female,Single,High School,0
Education Loan,20991,0.069924188,35,Full-time,Low,601,Male,Married,Bachelor,0
Education Loan,11775,0.061187585,42,Self-employed,Medium,839,Female,Divorced,PhD,0
Car Loan,78801,0.071674749,31,Full-time,Medium,784,Female,Married,Master,0
Personal Loan,85995,0.058964461,19,Part-time,High,376,Female,Divorced,Bachelor,1
Home Loan,62250,0.111366414,20,Part-time,Low,814,Female,Divorced,PhD,0
Home Loan,17673,0.079663459,32,Self-employed,Medium,848,Female,Married,PhD,0
Home Loan,28056,0.079130742,31,Self-employed,Medium,391,Male,Married,PhD,0
Personal Loan,7614,0.08882115,26,Part-time,High,765,Female,Single,Master,1
Car Loan,8415,0.094435178,37,Part-time,Medium,765,Female,Divorced,Master,1
Home Loan,89691,0.094188322,53,Self-employed,Medium,339,Male,Divorced,High School,0
Home Loan,44884,0.096104329,22,Self-employed,Medium,628,Male,Divorced,PhD,0
Personal Loan,17964,0.070537317,48,Part-time,Low,584,Female,Divorced,Bachelor,0
Car Loan,38726,0.075531998,52,Self-employed,High,365,Female,Divorced,Master,1
Car Loan,38044,0.091535475,22,Full-time,High,408,Female,Married,PhD,0
Personal Loan,58149,0.072089164,38,Part-time,High,714,Male,Divorced,Bachelor,0
Home Loan,38544,0.079923401,41,Part-time,Medium,391,Female,Married,Master,0
Car Loan,50976,0.085981456,30,Self-employed,Medium,667,Female,Single,Bachelor,0
Car Loan,33252,0.091777776,45,Self-employed,Medium,722,Male,Divorced,Bachelor,0
Home Loan,4832,0.053334786,49,Part-time,Low,539,Male,Single,High School,0
Personal Loan,91811,0.090721185,34,Self-employed,Low,734,Male,Married,Master,1
Home Loan,81437,0.076494139,12,Full-time,High,511,Female,Married,Master,0
Education Loan,35148,0.090611866,14,Self-employed,Low,699,Female,Single,Master,1
Car Loan,62240,0.091653975,14,Part-time,Low,825,Female,Divorced,Master,0
Personal Loan,89454,0.104118726,39,Self-employed,Medium,767,Male,Married,High School,0
Home Loan,86076,0.100301805,25,Part-time,Medium,469,Male,Married,High School,0
Home Loan,78116,0.100198575,41,Full-time,High,509,Female,Married,PhD,1
Personal Loan,54459,0.101655055,16,Part-time,Medium,555,Male,Married,Master,0
Car Loan,39402,0.084370685,26,Full-time,Medium,372,Male,Married,Bachelor,1
Personal Loan,58727,0.080482776,49,Full-time,Low,446,Male,Married,High School,0
Education Loan,39578,0.093092256,25,Full-time,High,639,Male,Single,Bachelor,1
Personal Loan,91453,0.090981214,25,Full-time,Low,616,Female,Divorced,Bachelor,0
Education Loan,23318,0.075364006,19,Full-time,High,453,Female,Divorced,Bachelor,0
Car Loan,76715,0.086072351,19,Self-employed,High,554,Male,Divorced,PhD,1
Home Loan,78787,0.079473553,30,Full-time,Medium,650,Male,Divorced,PhD,0
Education Loan,86029,0.067191006,43,Self-employed,Low,846,Male,Single,Master,0
Education Loan,21466,0.099356911,42,Self-employed,Low,611,Male,Single,High School,0
Personal Loan,96742,0.080827989,40,Self-employed,Medium,433,Male,Divorced,Master,0
Personal Loan,46475,0.110730624,52,Part-time,High,428,Female,Married,PhD,0
Home Loan,61142,0.055617616,22,Part-time,High,735,Male,Divorced,PhD,0
Car Loan,86160,0.071648318,56,Full-time,High,579,Female,Married,Bachelor,0
Education Loan,27564,0.080489583,24,Self-employed,High,657,Female,Married,Master,0
Home Loan,23412,0.097060716,38,Part-time,Medium,551,Male,Single,Bachelor,0
Education Loan,94526,0.085992041,30,Self-employed,High,434,Female,Married,PhD,0
Home Loan,52001,0.084657091,37,Part-time,Low,822,Male,Single,Master,0
Personal Loan,58649,0.063091043,48,Self-employed,High,618,Male,Divorced,Master,0
Personal Loan,61957,0.062645879,59,Part-time,High,379,Male,Single,High School,0
Car Loan,36517,0.08483757,20,Full-time,High,490,Female,Married,PhD,0
Personal Loan,14156,0.05953841,39,Full-time,Medium,752,Female,Married,PhD,0
Home Loan,24064,0.072021834,43,Full-time,High,643,Female,Married,High School,1
Education Loan,26711,0.08751376,14,Self-employed,Medium,329,Male,Divorced,PhD,0
Home Loan,31106,0.065265136,43,Full-time,Low,713,Female,Single,Bachelor,0
Car Loan,66458,0.104080339,16,Full-time,High,667,Female,Divorced,Bachelor,0
Personal Loan,17589,0.098359045,19,Part-time,High,801,Female,Single,Bachelor,0
Personal Loan,90272,0.0564287,25,Part-time,Low,320,Male,Divorced,Master,0
Education Loan,87511,0.066014431,14,Part-time,High,848,Female,Divorced,Bachelor,0
Car Loan,8214,0.045713341,35,Full-time,High,545,Male,Married,PhD,0
Car Loan,97117,0.06826113,24,Part-time,Medium,582,Female,Divorced,High School,0
Personal Loan,86731,0.091495827,54,Part-time,Medium,531,Female,Divorced,Bachelor,1
Car Loan,28127,0.073791576,40,Full-time,Low,615,Female,Single,Bachelor,0
Home Loan,6141,0.086911959,19,Part-time,Medium,635,Male,Divorced,Master,0
Car Loan,29884,0.057164985,53,Self-employed,Medium,710,Male,Married,PhD,0
Home Loan,91421,0.091969629,42,Part-time,Low,544,Female,Divorced,High School,0
Home Loan,3708,0.071673362,37,Self-employed,Low,686,Female,Single,PhD,1
Home Loan,19375,0.080182545,29,Part-time,High,657,Male,Single,Bachelor,0
Personal Loan,16088,0.078606882,29,Part-time,High,321,Male,Divorced,PhD,0
Home Loan,58615,0.060926772,18,Self-employed,High,318,Female,Divorced,High School,0
Education Loan,46046,0.062703735,59,Full-time,High,586,Female,Single,Bachelor,0
Car Loan,11014,0.094516917,49,Self-employed,Medium,575,Male,Married,PhD,0
Home Loan,65425,0.085984882,59,Full-time,Medium,371,Female,Divorced,High School,1
Education Loan,4273,0.095750736,27,Part-time,Low,664,Male,Married,Bachelor,0
Personal Loan,48135,0.084869874,44,Full-time,Low,634,Female,Married,Bachelor,1
Personal Loan,31881,0.08214486,14,Full-time,Medium,498,Female,Divorced,PhD,1
Personal Loan,98022,0.054109841,49,Self-employed,High,316,Female,Married,Master,0
Personal Loan,79077,0.0759445,15,Full-time,High,517,Female,Single,Master,0
Car Loan,9712,0.079589235,47,Full-time,High,446,Male,Married,High School,0
Personal Loan,75704,0.109296608,15,Self-employed,High,509,Female,Single,PhD,1
Car Loan,53874,0.090304349,53,Full-time,Low,713,Female,Divorced,High School,0
Education Loan,70087,0.103040918,20,Full-time,Medium,629,Female,Married,PhD,1
Personal Loan,13297,0.088963066,51,Self-employed,Low,651,Female,Single,High School,0
Personal Loan,28128,0.069330452,28,Self-employed,Medium,462,Female,Single,High School,0
Education Loan,69368,0.081756863,28,Self-employed,High,400,Female,Divorced,PhD,0
Education Loan,95019,0.083543355,44,Full-time,Low,626,Male,Married,Master,0
Car Loan,88599,0.065912666,31,Part-time,Medium,626,Female,Single,High School,1
Home Loan,89499,0.074234189,25,Self-employed,Medium,454,Male,Single,PhD,1
Car Loan,79958,0.076913495,33,Self-employed,Medium,309,Male,Divorced,PhD,0
Home Loan,33920,0.104084297,38,Full-time,Medium,652,Male,Married,PhD,0
Car Loan,12156,0.048788892,54,Part-time,High,482,Male,Married,Bachelor,0
Home Loan,12108,0.098087276,14,Part-time,High,754,Female,Single,PhD,1
Personal Loan,32845,0.065948071,35,Full-time,Medium,305,Female,Married,PhD,0
Home Loan,3800,0.059418812,41,Self-employed,Medium,632,Female,Married,Bachelor,0
Education Loan,43712,0.097699132,19,Full-time,Medium,632,Male,Married,Bachelor,0
Education Loan,3610,0.090978471,33,Part-time,High,557,Female,Married,Master,1
Home Loan,78603,0.098817781,36,Self-employed,Low,510,Male,Married,PhD,0
Personal Loan,34872,0.092010529,21,Part-time,Medium,350,Male,Married,High School,0
Personal Loan,11728,0.110897675,40,Part-time,Low,744,Female,Married,Bachelor,0
Home Loan,96102,0.088380858,51,Part-time,High,676,Male,Single,Bachelor,0
Home Loan,96319,0.077652839,12,Part-time,High,785,Male,Single,Master,0
Education Loan,21583,0.085143896,32,Self-employed,High,350,Male,Married,Master,0
Education Loan,86774,0.098652037,50,Self-employed,High,453,Male,Married,Master,0
Car Loan,8263,0.06830937,35,Self-employed,High,609,Female,Divorced,PhD,0
Personal Loan,68450,0.070221671,20,Full-time,Low,698,Male,Single,PhD,0
Personal Loan,90285,0.0753656,55,Self-employed,Low,433,Male,Divorced,PhD,1
Personal Loan,20456,0.048431258,37,Part-time,Low,519,Male,Single,Bachelor,0
Car Loan,92118,0.082071176,20,Part-time,Low,462,Female,Divorced,Master,1
Car Loan,66942,0.051708069,31,Self-employed,Medium,801,Female,Divorced,Bachelor,0
Education Loan,14689,0.08079589,46,Self-employed,High,414,Male,Divorced,High School,0
Education Loan,33934,0.092979346,47,Full-time,Low,798,Female,Single,PhD,1
Home Loan,34276,0.072846853,53,Self-employed,Low,771,Female,Single,Bachelor,1
Car Loan,20873,0.105156738,47,Full-time,Medium,448,Female,Married,High School,0
Car Loan,14050,0.058092487,20,Self-employed,Medium,540,Female,Single,Bachelor,0
Car Loan,67216,0.09786891,33,Full-time,High,422,Male,Single,High School,0
Personal Loan,85444,0.090127056,12,Self-employed,High,368,Male,Single,Bachelor,0
Education Loan,85040,0.054259501,16,Self-employed,Medium,362,Female,Single,Bachelor,0
Home Loan,22644,0.120661914,20,Self-employed,Medium,315,Female,Married,PhD,0
Car Loan,63021,0.079043821,48,Full-time,Medium,689,Female,Married,Bachelor,0
Car Loan,38125,0.06683774,49,Part-time,High,557,Female,Single,Bachelor,0
Car Loan,67899,0.058893692,30,Full-time,Medium,516,Female,Divorced,Master,1
Personal Loan,43291,0.07669973,19,Self-employed,Low,778,Female,Divorced,Bachelor,1
Home Loan,36060,0.078088897,53,Part-time,High,413,Female,Single,PhD,0
Home Loan,2538,0.081539683,54,Full-time,High,679,Male,Married,Bachelor,0
Car Loan,37176,0.075533058,43,Full-time,Low,536,Male,Divorced,PhD,0
Home Loan,42520,0.08949838,24,Part-time,Low,775,Female,Married,Master,1
Personal Loan,26675,0.074185553,31,Self-employed,High,428,Female,Married,PhD,0
Car Loan,19287,0.050975538,47,Part-time,High,809,Male,Divorced,Master,0
Education Loan,1174,0.077759578,54,Self-employed,Medium,464,Male,Single,Master,0
Education Loan,93268,0.044487835,55,Part-time,Medium,576,Female,Married,Master,0
Home Loan,35998,0.085306559,48,Full-time,Low,556,Male,Divorced,Master,0
Education Loan,54312,0.065310497,41,Full-time,Low,431,Male,Married,Master,0
Education Loan,13112,0.082450405,21,Full-time,Low,556,Female,Divorced,PhD,0
Car Loan,76225,0.099711125,42,Self-employed,Low,440,Male,Single,Master,0
Personal Loan,45814,0.06576877,36,Self-employed,Medium,508,Female,Single,Master,0
Car Loan,86091,0.095918844,40,Part-time,High,818,Male,Single,Master,0
Personal Loan,51719,0.073499156,35,Self-employed,Medium,350,Female,Married,Master,1
Car Loan,34919,0.106297922,50,Self-employed,Low,802,Male,Single,Master,0
Education Loan,74155,0.074522711,32,Part-time,Medium,558,Male,Single,High School,0
Car Loan,72569,0.067392605,52,Self-employed,Low,477,Female,Single,Bachelor,1
Home Loan,42328,0.090308577,20,Part-time,Medium,842,Male,Single,Bachelor,1
Home Loan,71482,0.073463154,53,Self-employed,High,655,Male,Divorced,Master,0
Personal Loan,25618,0.067378257,53,Self-employed,Low,617,Female,Divorced,Master,0
Personal Loan,35675,0.072832402,13,Full-time,Medium,663,Male,Married,High School,0
Personal Loan,19919,0.079330902,15,Self-employed,Low,354,Male,Divorced,Master,0
Home Loan,5173,0.100132702,19,Part-time,High,455,Female,Divorced,High School,0
Car Loan,27400,0.050988684,43,Part-time,Low,343,Female,Divorced,Bachelor,0
Education Loan,51445,0.08034621,25,Full-time,High,841,Female,Divorced,PhD,0
Personal Loan,71305,0.089373554,24,Part-time,Medium,621,Female,Divorced,Bachelor,0
Car Loan,38564,0.082901729,32,Full-time,High,313,Female,Single,PhD,0
Car Loan,46814,0.099647978,35,Self-employed,Low,656,Female,Married,PhD,1
Home Loan,80747,0.07888482,29,Full-time,Medium,782,Female,Divorced,PhD,0
Home Loan,89791,0.077231728,56,Self-employed,Low,658,Female,Divorced,Master,0
Education Loan,28962,0.088884943,51,Part-time,Low,617,Male,Married,High School,1
Car Loan,85892,0.081489707,37,Full-time,Medium,374,Male,Divorced,PhD,0
Personal Loan,86842,0.074143869,43,Part-time,High,493,Female,Divorced,High School,0
Home Loan,71533,0.087742161,55,Part-time,High,662,Male,Married,Bachelor,0
Car Loan,57184,0.070212076,44,Part-time,Medium,395,Female,Single,PhD,0
Home Loan,83912,0.070832343,42,Part-time,Medium,339,Male,Single,Bachelor,0
Car Loan,11578,0.07208009,29,Part-time,Low,696,Male,Married,High School,0
Home Loan,19624,0.100296037,46,Full-time,Low,406,Female,Single,High School,0
Personal Loan,40194,0.031684755,23,Part-time,Medium,316,Male,Single,Bachelor,0
Education Loan,1389,0.085933983,36,Full-time,Medium,826,Male,Single,High School,0
Personal Loan,68391,0.080514077,56,Full-time,Low,798,Male,Single,Bachelor,0
Home Loan,14794,0.054786943,42,Full-time,Low,824,Female,Divorced,High School,0
Home Loan,59002,0.084645902,21,Part-time,High,342,Male,Married,Master,1
Home Loan,36531,0.08713628,58,Part-time,Medium,649,Male,Single,Bachelor,1
Personal Loan,53815,0.088844588,45,Full-time,Low,329,Female,Single,PhD,0
Home Loan,5986,0.040222579,14,Part-time,High,740,Male,Married,PhD,0
Personal Loan,33298,0.100495841,57,Full-time,Low,841,Male,Divorced,PhD,0
Home Loan,2481,0.068933949,50,Part-time,Medium,754,Male,Single,High School,0
Education Loan,57408,0.090298516,19,Part-time,High,393,Male,Single,Bachelor,0
Education Loan,70267,0.091116107,43,Full-time,Low,594,Female,Divorced,High School,0
Home Loan,17835,0.066849544,54,Part-time,Medium,848,Female,Married,PhD,0
Car Loan,28798,0.089906899,40,Full-time,Medium,388,Female,Single,Master,1
Personal Loan,92649,0.074217601,33,Full-time,Medium,802,Male,Single,PhD,0
Home Loan,65887,0.048929342,31,Part-time,Medium,513,Female,Married,PhD,0
Personal Loan,20477,0.097516129,17,Part-time,High,721,Male,Divorced,PhD,0
Car Loan,18266,0.068374326,54,Full-time,Low,825,Male,Married,Master,0
Education Loan,87328,0.067182598,40,Full-time,Low,491,Female,Single,Master,0
Personal Loan,86988,0.073954012,53,Full-time,Medium,523,Female,Divorced,Bachelor,1
Personal Loan,44526,0.084083551,28,Self-employed,Low,686,Female,Divorced,Master,0
Personal Loan,12889,0.079140944,42,Part-time,Medium,773,Male,Divorced,Bachelor,0
Personal Loan,25335,0.088221004,45,Self-employed,Low,502,Male,Married,Master,1
Personal Loan,12254,0.05990766,49,Full-time,Low,746,Male,Married,Bachelor,1
Education Loan,87610,0.068864204,48,Self-employed,Low,367,Male,Married,PhD,0
Personal Loan,12442,0.078260044,15,Full-time,High,391,Female,Single,Master,0
Personal Loan,47289,0.108468309,13,Self-employed,Medium,477,Female,Married,High School,0
Education Loan,54747,0.078292812,23,Self-employed,High,302,Male,Divorced,High School,0
Home Loan,38327,0.096278334,46,Part-time,Low,402,Male,Single,Bachelor,0
Home Loan,17199,0.080578328,17,Part-time,High,572,Female,Single,Master,0
Personal Loan,73827,0.07274512,57,Self-employed,High,833,Female,Single,Master,0
Education Loan,1112,0.076299134,19,Full-time,High,415,Male,Divorced,High School,0
Personal Loan,88051,0.077473704,32,Part-time,Low,763,Female,Married,Master,0
Home Loan,20581,0.089054686,57,Self-employed,High,403,Male,Divorced,Master,0
Education Loan,60722,0.100619169,46,Full-time,Low,558,Male,Married,Bachelor,0
Car Loan,93036,0.085395213,59,Part-time,Medium,607,Male,Single,PhD,0
Education Loan,98562,0.097806165,26,Self-employed,Low,666,Male,Single,High School,0
